# Wordlist

# META
@date:2013-07-16
@doculect:Huitoto Muinane, hto
@source_title:Automatically created wordlist, by lingpy.

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT	TOKENS
1241	burtch1983/206/8	MAN	onolli̵	Huitoto Murui	ɔ n ɔ dʑ ɯ
#
1242	leach1969/94/2	FLOT	falliihi	Ocaina	ɸ a dʑ i i ʔ i
1243	burtch1983/85/13	FLOT	faì̵ridate	Huitoto Murui	ɸ aɯ̀ ɾ i d a t ɛ
1244	burtch1983/85/14	FLOT	faì̵ride	Huitoto Murui	ɸ aɯ̀ ɾ i d ɛ
1245	thiesen1998/246/15	FLOT	rootóhórí̵vaco	Bora	r o: tʰ o ʔ o r i̵ β a kʰ o
#
1246	leach1969/145/2	FLOR	tsíín	Ocaina	ts i ĩ
1247	thiesen1998/321/4	FLOR	wajco	Bora	kʷ a x kʰ o
1248	burtch1983/220/14	FLOR	safia	Huitoto Murui	s a ɸ i a
#
1249	thiesen1998/178/14	NOSOTROS	meé	Bora	m e e
1250	minor1971/10/18	NOSOTROS	cai̵	Huitoto Muinane	k a ɯ
1251	burtch1983/45/13	NOSOTROS	caì̵	Huitoto Murui	k aɯ̀
1252	leach1969/157/49	NOSOTROS	xo	Ocaina	x o
1253	leach1969/156/43	NOSOTROS	xa	Ocaina	x a
1254	leach1969/161/22	NOSOTROS	xoxo	Ocaina	x o x o
1255	leach1969/156/43	NOSOTROS	xajo	Ocaina	x a ʔ o
1256	leach1969/161/22	NOSOTROS	xo	Ocaina	x o
1257	thiesen1998/178/14	NOSOTROS	me	Bora	m e
1258	thiesen1998/178/14	NOSOTROS	me-	Bora	m e
1259	leach1969/161/22	NOSOTROS	xox	Ocaina	x o x
#
1260	burtch1983/128/6	TRIP	jebeo	Huitoto Murui	h ɛ b ɛ ɔ
1261	burtch1983/128/6	TRIP	jebego	Huitoto Murui	h ɛ b ɛ g ɔ
1262	leach1969/119/25	TRIP	mañííco	Ocaina	m a nʲ i i k o
#
1263	thiesen1998/207/22	AGU	nújpacyo	Bora	n u x pʰ a kʰʝ o
1264	burtch1983/153/8	AGU	ji̵nuì	Huitoto Murui	h ɯ n ui
1265	thiesen1998/207/21	AGU	nújpa	Bora	n u x pʰ a
1266	thiesen1998/207/21	AGU	nújpaá	Bora	n u x pʰ a a
1267	leach1969/130/14	AGU	ñoon	Ocaina	nʲ o õ
1268	leach1969/130/14	AGU	ñoonjun	Ocaina	nʲ o õ ʔ ɯn
1269	thiesen1998/126/24	AGU	dsí̵jí̵h	Bora	tʰs i̵ x i̵ ʔ
1270	minor1971/70/14	AGU	uìríricaìde	Huitoto Muinane	u i ɾ i ɾ i k a i d ɛ
1271	thiesen1998/126/26	AGU	dsí̵ji̵̱nu	Bora	tʰs i̵ x i̵ n u
1272	minor1971/29/13	AGU	jaì̵noì	Huitoto Muinane	ʔ a ɯ̀ n o i
1273	thiesen1998/126/24	AGU	dsí̵jí̵	Bora	tʰs i̵ x i̵
#
1274	leach1969/146/7	ESTRECH	tson̈ooxo	Ocaina	ts o n̥ o o x o
1275	thiesen1998/339/30	ESTRECH	yójkeé	Bora	ʝ o x kʰ e e
1276	minor1971/63/11	ESTRECH	ri̵titdatde	Huitoto Muinane	ɾ ɯ t i ɗ a ɗ ɛ
1277	leach1969/102/12	ESTRECH	iibi	Ocaina	i i b i
#
1278	burtch1983/148/19	LEJ	ji̵i̵ca	Huitoto Murui	h ɯ ɯ k a
1279	burtch1983/148/19	LEJ	ji̵ca	Huitoto Murui	h ɯ k a
1280	leach1969/69/9	LEJ	aan̈u	Ocaina	a a n̥ ɯ
1281	thiesen1998/281/33	LEJ	tsíhyulle	Bora	tʰs i ʔʝ u tʰʃ e
1282	burtch1983/27/15	LEJ	are	Huitoto Murui	a ɾ ɛ
1283	minor1971/5/33	LEJ	are	Huitoto Muinane	a ɾ ɛ
#
1284	burtch1983/172/7	NOMBR	mamede	Huitoto Murui	m a m ɛ d ɛ
1285	leach1969/118/10	NOMBR	maam̈u	Ocaina	m a a m̥ ɯ
1286	thiesen1998/180/24	NOMBR	méménúme̱i	Bora	m e m e n u m e i
1287	burtch1983/172/3	NOMBR	mameci̵	Huitoto Murui	m a m ɛ k ɯ
1288	minor1971/3/4	NOMBR	abi̵ci̵	Huitoto Muinane	a b ɯ k ɯ
1289	minor1971/44/21	NOMBR	mameci̵	Huitoto Muinane	m a m ɛ k ɯ
1290	minor1971/68/15	NOMBR	uaìdotde	Huitoto Muinane	u a i d o ɗ ɛ
1291	thiesen1998/180/22	NOMBR	meménu	Bora	m e m e n u
1292	thiesen1998/107/8	NOMBR	díllóme̱i	Bora	tʰ i tʰʃ o m e i
1293	burtch1983/155/4	NOMBR	ji̵tade	Huitoto Murui	h ɯ t a d ɛ
1294	burtch1983/107/3	NOMBR	ici̵	Huitoto Murui	i k ɯ
1295	thiesen1998/180/9	NOMBR	meme	Bora	m e m e
#
1296	minor1971/51/13	COMO	ni̵ci̵	Huitoto Muinane	n ɯ k ɯ
#
1297	burtch1983/121/15	CORT	jaillude	Huitoto Murui	h a i dʑ u d ɛ
1298	thiesen1998/315/23	CORT	wáhdahí̵ro	Bora	kʷ a ʔ tʰ a ʔ i̵ r o
1299	minor1971/53/4	CORT	ñuètdáde	Huitoto Muinane	nʲ u ɛ ɗ a d ɛ
1300	thiesen1998/315/26	CORT	wáhdáhí̵róme̱i	Bora	kʷ a ʔ tʰ a ʔ i̵ r o m e i
1301	thiesen1998/50/32	CORT	bahri	Bora	pʰ a ʔ r i
1302	minor1971/27/26	CORT	jaìtdáde	Huitoto Muinane	ʔ a i ɗ a d ɛ
1303	thiesen1998/315/26	CORT	wáhdáhí̵núme̱i	Bora	kʷ a ʔ tʰ a ʔ i̵ n u m e i
1304	minor1971/8/11	CORT	bopéde	Huitoto Muinane	b o p ɛ d ɛ
1305	minor1971/68/7	CORT	tdi̵tdá	Huitoto Muinane	ɗ ɯ ɗ a
1306	leach1969/102/43	CORT	injánjun	Ocaina	ĩ ʔ ã ʔ ɯn
1307	burtch1983/38/11	CORT	botade	Huitoto Murui	b ɔ t a d ɛ
1308	thiesen1998/315/24	CORT	wáhdahí̵ro	Bora	kʷ a ʔ tʰ a ʔ i̵ r o
1309	leach1969/156/20	CORT	xaayo	Ocaina	x a a ʑ o
1310	thiesen1998/78/19	CORT	caroo	Bora	kʰ a r o:
1312	thiesen1998/238/22	CORT	pí̵dijcyo	Bora	pʰ i̵ tʰ i x kʰʝ o
1313	burtch1983/46/17	CORT	cofede	Huitoto Murui	k ɔ ɸ ɛ d ɛ
1314	burtch1983/103/22	CORT	ianore	Huitoto Murui	i a n ɔ ɾ ɛ
1315	minor1971/22/21	CORT	iánori	Huitoto Muinane	i a n o ɾ i
1316	thiesen1998/50/34	CORT	báhríh	Bora	pʰ a ʔ r i ʔ
1317	burtch1983/103/22	CORT	ianori	Huitoto Murui	i a n ɔ ɾ i
1318	burtch1983/64/11	CORT	dete	Huitoto Murui	d ɛ t ɛ
1319	thiesen1998/315/23	CORT	wáhdahí̵nu	Bora	kʷ a ʔ tʰ a ʔ i̵ n u
1320	thiesen1998/238/22	CORT	pí̵diáco	Bora	pʰ i̵ tʰ i a kʰ o
1321	leach1969/115/9	CORT	juubo	Ocaina	ʔ ɯ ɯ b o
1322	burtch1983/122/11	CORT	jairude	Huitoto Murui	h a i ɾ u d ɛ
1323	minor1971/11/18	CORT	cotdáde	Huitoto Muinane	k o ɗ a d ɛ
1324	thiesen1998/50/34	CORT	báhrí	Bora	pʰ a ʔ r i
1325	thiesen1998/78/19	CORT	cároojúro	Bora	kʰ a r o: x u r o
1326	thiesen1998/78/19	CORT	cáróójunu	Bora	kʰ a r oo x u n u
1327	thiesen1998/315/24	CORT	wáhdáhi̵nu	Bora	kʷ a ʔ tʰ a ʔ i̵ n u
1328	leach1969/75/8	CORT	baah	Ocaina	b a a ʔ
#
1329	burtch1983/129/8	OREJ	jefo	Huitoto Murui	h ɛ ɸ ɔ
1330	leach1969/159/24	OREJ	xoñoon	Ocaina	x o nʲ o õ
1331	thiesen1998/208/8	OREJ	núúmi̵ho	Bora	n u: m i̵ ʔ o
1332	minor1971/30/24	OREJ	jepo	Huitoto Muinane	ʔ ɛ p o
1333	burtch1983/129/9	OREJ	jefoni̵aì̵	Huitoto Murui	h ɛ ɸ ɔ n ɯ aɯ̀
#
1334	burtch1983/91/3	MOR	fiodaìte	Huitoto Murui	ɸ i ɔ d ai t ɛ
1335	leach1969/129/21	MOR	ñom̈oonbi	Ocaina	nʲ o m̥ o õ b i
1336	thiesen1998/126/28	MOR	dsí̵ji̵ve	Bora	tʰs i̵ x i̵ β e
1337	thiesen1998/338/22	MOR	wáyéeeve	Bora	kʷ a ʝ e e: β e
1338	thiesen1998/26/17	MOR	áába̱te	Bora	a: pʰ a tʰ e
1339	leach1969/124/16	MOR	naavi	Ocaina	n a a β i
1340	leach1969/152/11	MOR	urá nuu	Ocaina	ɯ r a # n ɯ ɯ
1341	thiesen1998/99/22	MOR	cheme	Bora	kʰʔ e m e
1342	minor1971/44/1	MOR	lli̵i̵de	Huitoto Muinane	dʑ ɯ ɯ d ɛ
1343	burtch1983/240/6	MOR	ti̵ide	Huitoto Murui	t ɯ i d ɛ
1344	minor1971/61/7	MOR	rijide	Huitoto Muinane	ɾ i ʔ i d ɛ
1345	minor1971/67/37	MOR	tdi̵íde	Huitoto Muinane	ɗ ɯ i d ɛ
1346	minor1971/46/38	MOR	moréna	Huitoto Muinane	m o ɾ ɛ n a
1347	thiesen1998/138/32	MOR	ijcya	Bora	i x kʰʝ a
1348	minor1971/60/13	MOR	raì̵íde	Huitoto Muinane	ɾ a ɯ̀ i d ɛ
1349	burtch1983/33/15	MOR	bai̵de	Huitoto Murui	b a ɯ d ɛ
1350	thiesen1998/338/22	MOR	wáhyéeba	Bora	kʷ a ʔʝ e e pʰ a
1351	minor1971/11/37	MOR	cudo	Huitoto Muinane	k u d o
1352	minor1971/43/41	MOR	lli̵i̵caìde	Huitoto Muinane	dʑ ɯ ɯ k a i d ɛ
#
1353	leach1969/129/35	CUELL	ñonmáánhon	Ocaina	nʲ õ m a ã ʔ õ
1354	minor1971/12/38	CUELL	ci̵mócaìro	Huitoto Muinane	k ɯ m o k a i ɾ o
1355	minor1971/12/40	CUELL	ci̵moji̵	Huitoto Muinane	k ɯ m o ʔ ɯ
1356	minor1971/30/29	CUELL	jeráì̵ci̵	Huitoto Muinane	ʔ ɛ ɾ a ɯ̀ k ɯ
1357	burtch1983/56/2	CUELL	ci̵maì̵goì̵	Huitoto Murui	k ɯ m aɯ̀ g ɔ ɯ̀
1358	thiesen1998/161/25	CUELL	kéjtuhi	Bora	kʰ e x tʰ u ʔ i
1359	burtch1983/56/2	CUELL	ci̵maì̵go	Huitoto Murui	k ɯ m aɯ̀ g ɔ
#
1360	thiesen1998/249/17	APRET	tácúruhco	Bora	tʰ a kʰ u r u ʔ kʰ o
1361	burtch1983/204/19	APRET	omi̵de	Huitoto Murui	ɔ m ɯ d ɛ
1362	burtch1983/55/20	APRET	ci̵maì̵de	Huitoto Murui	k ɯ m aɯ̀ d ɛ
1363	thiesen1998/110/9	APRET	dí̵táhji̵nu	Bora	tʰ i̵ tʰ a ʔ x i̵ n u
1364	thiesen1998/118/6	APRET	dómúmuhjáco	Bora	tʰ o m u m u ʔ x a kʰ o
1365	thiesen1998/118/6	APRET	dómúmuhcu	Bora	tʰ o m u m u ʔ kʰ u
1366	thiesen1998/110/9	APRET	dí̵tahjí̵ro	Bora	tʰ i̵ tʰ a ʔ x i̵ r o
1367	thiesen1998/250/6	APRET	tádí̵ri̵hjáco	Bora	tʰ a tʰ i̵ r i̵ ʔ x a kʰ o
1368	burtch1983/104/16	APRET	ibeco	Huitoto Murui	i b ɛ k ɔ
1369	burtch1983/198/12	APRET	ñaìjide	Huitoto Murui	nʲ ai h i d ɛ
1370	burtch1983/55/11	APRET	ci̵gi̵note	Huitoto Murui	k ɯ g ɯ n ɔ t ɛ
1371	leach1969/144/11	APRET	tsaaca	Ocaina	ts a a k a
1372	minor1971/42/14	APRET	llimí̵notde	Huitoto Muinane	dʑ i m ɯ́ n o ɗ ɛ
1373	thiesen1998/40/3	APRET	áámutso	Bora	a: m u tʰs o
1374	thiesen1998/218/23	APRET	páchíuhcú	Bora	pʰ a kʰʔ i u ʔ kʰ u
1375	burtch1983/162/8	APRET	lliguède	Huitoto Murui	dʑ i g uɛ̀ d ɛ
1376	thiesen1998/151/12	APRET	í̵hdotso	Bora	i̵ ʔ tʰ o tʰs o
1377	thiesen1998/250/6	APRET	tádí̵ri̵hco	Bora	tʰ a tʰ i̵ r i̵ ʔ kʰ o
1378	burtch1983/163/4	APRET	llimi̵note	Huitoto Murui	dʑ i m ɯ n ɔ t ɛ
1379	thiesen1998/249/17	APRET	tácúruhjáco	Bora	tʰ a kʰ u r u ʔ x a kʰ o
1380	thiesen1998/218/23	APRET	páchíuhjácó	Bora	pʰ a kʰʔ i u ʔ x a kʰ o
1381	minor1971/49/34	APRET	nici̵ritde	Huitoto Muinane	n i k ɯ ɾ i ɗ ɛ
#
1382	thiesen1998/104/9	HEL	dáí̵hcóh	Bora	tʰ a i̵ ʔ kʰ o ʔ
1383	thiesen1998/104/9	HEL	dáí̵hcó	Bora	tʰ a i̵ ʔ kʰ o
#
1384	leach1969/154/10	DONDE	uunnah	Ocaina	ɯ ɯn n a ʔ
#
1385	thiesen1998/199/16	PIEDR	néwayúúne	Bora	n e kʷ a ʝ u: n e
1386	thiesen1998/199/16	PIEDR	nééwayu	Bora	n e: kʷ a ʝ u
1387	leach1969/101/35	PIEDR	gotúúhxo	Ocaina	g o t ɯ́ ɯ́ ʔ x o
1388	burtch1983/194/7	PIEDR	nofi̵ci̵	Huitoto Murui	n ɔ ɸ ɯ k ɯ
1389	thiesen1998/199/16	PIEDR	nééwañe	Bora	n e: kʷ a nʲ e
#
1390	thiesen1998/109/35	PEL	dí̵póaúcu	Bora	tʰ i̵ pʰ o a u kʰ u
1391	thiesen1998/116/21	PEL	dóllárahjúcu	Bora	tʰ o tʰʃ a r a ʔ x u kʰ u
1392	thiesen1998/77/6	PEL	cápóaave	Bora	kʰ a pʰ o a: β e
1393	thiesen1998/69/2	PEL	cáhjí̵taba	Bora	kʰ a ʔ x i̵ tʰ a pʰ a
1394	thiesen1998/152/6	PEL	i̵htúcu	Bora	i̵ ʔ tʰ u kʰ u
1395	thiesen1998/69/2	PEL	cájí̵taave	Bora	kʰ a x i̵ tʰ a: β e
1396	leach1969/134/30	PEL	ooalli	Ocaina	o o a dʑ i
1397	burtch1983/257/8	PEL	i̵fogi̵ areti̵i	Huitoto Murui	ɯ ɸ ɔ g ɯ # a ɾ ɛ t ɯ i
1398	thiesen1998/173/15	PEL	llóhroba	Bora	tʰʃ o ʔ r o pʰ a
1399	thiesen1998/166/33	PEL	kí̵jí̵htanu	Bora	kʰ i̵ x i̵ ʔ tʰ a n u
1400	thiesen1998/109/35	PEL	dí̵póajco	Bora	tʰ i̵ pʰ o a x kʰ o
1401	thiesen1998/115/38	PEL	dóji̵htáro	Bora	tʰ o x i̵ ʔ tʰ a r o
1402	thiesen1998/112/3	PEL	dóbiáco	Bora	tʰ o pʰ i a kʰ o
1403	minor1971/57/11	PEL	puìríde	Huitoto Muinane	p u i ɾ i d ɛ
1404	burtch1983/224/11	PEL	seruìde	Huitoto Murui	s ɛ ɾ ui d ɛ
1405	burtch1983/238/5	PEL	tuìte	Huitoto Murui	t ui t ɛ
1406	thiesen1998/202/33	PEL	nííwáuji̵	Bora	n i: kʷ a u x i̵
1407	burtch1983/237/8	PEL	tuìcode	Huitoto Murui	t ui k ɔ d ɛ
1408	burtch1983/93/14	PEL	fuìride	Huitoto Murui	ɸ ui ɾ i d ɛ
1409	thiesen1998/68/30	PEL	cáji̵htáro	Bora	kʰ a x i̵ ʔ tʰ a r o
1410	thiesen1998/202/17	PEL	nííwaco	Bora	n i: kʷ a kʰ o
1411	minor1971/63/13	PEL	ri̵i̵gaìrode	Huitoto Muinane	ɾ ɯ ɯ g a i ɾ o d ɛ
1412	thiesen1998/68/30	PEL	cájí̵htanu	Bora	kʰ a x i̵ ʔ tʰ a n u
1413	thiesen1998/173/15	PEL	llóroove	Bora	tʰʃ o r o: β e
1414	thiesen1998/173/3	PEL	llóki̵i̵ve	Bora	tʰʃ o kʰ i̵: β e
1415	thiesen1998/116/21	PEL	dóllárahco	Bora	tʰ o tʰʃ a r a ʔ kʰ o
1416	thiesen1998/166/33	PEL	kí̵ji̵htáro	Bora	kʰ i̵ x i̵ ʔ tʰ a r o
1417	thiesen1998/152/6	PEL	i̵htu	Bora	i̵ ʔ tʰ u
1418	thiesen1998/112/3	PEL	dóbijcyu	Bora	tʰ o pʰ i x kʰʝ u
1419	thiesen1998/115/38	PEL	dójí̵htanu	Bora	tʰ o x i̵ ʔ tʰ a n u
1420	leach1969/160/16	PEL	xoonh	Ocaina	x o õ ʔ
1421	minor1971/18/1	PEL	duìníde	Huitoto Muinane	d u i n i d ɛ
#
1422	minor1971/73/43	NAD	i̵i̵de	Huitoto Muinane	ɯ ɯ d ɛ
1423	thiesen1998/139/23	NAD	ijchi	Bora	i x kʰʔ i
1424	burtch1983/261/11	NAD	i̵i̵de	Huitoto Murui	ɯ ɯ d ɛ
1425	leach1969/136/13	NAD	oonhon	Ocaina	o õ ʔ õ
#
1426	thiesen1998/186/5	PIEL	mí̵í̵heé	Bora	m i̵i̵ ʔ e e
1427	burtch1983/110/4	PIEL	abi̵ igoì̵	Huitoto Murui	a b ɯ # i g ɔ ɯ̀
1428	burtch1983/20/16	PIEL	abi̵ igoì̵	Huitoto Murui	a b ɯ # i g ɔ ɯ̀
1429	minor1971/24/18	PIEL	ini	Huitoto Muinane	i n i
1430	leach1969/159/19	PIEL	xon̈úúhca	Ocaina	x o n̥ ɯ́ ɯ́ ʔ k a
1431	thiesen1998/186/5	PIEL	mí̵í̵he	Bora	m i̵i̵ ʔ e
#
1432	burtch1983/176/2	MAT	meìnete	Huitoto Murui	m ɛi n ɛ t ɛ
1433	minor1971/55/23	MAT	patde	Huitoto Muinane	p a ɗ ɛ
1434	thiesen1998/127/5	MAT	dsí̵jí̵vetso	Bora	tʰs i̵ x i̵ β e tʰs o
1435	thiesen1998/169/15	MAT	lliihyánu	Bora	tʰʃ i: ʔʝ a n u
1436	thiesen1998/169/15	MAT	lliihánu	Bora	tʰʃ i: ʔ a n u
1437	thiesen1998/169/17	MAT	lliihyánúme̱i	Bora	tʰʃ i: ʔʝ a n u m e i
1438	minor1971/45/12	MAT	meínetde	Huitoto Muinane	m ɛ i n ɛ ɗ ɛ
1439	minor1971/68/7	MAT	tdi̵tdá	Huitoto Muinane	ɗ ɯ ɗ a
1440	burtch1983/34/2	MAT	baì̵node	Huitoto Murui	b aɯ̀ n ɔ d ɛ
#
1442	burtch1983/72/10	MUCHOS	di̵rerisaì̵	Huitoto Murui	d ɯ ɾ ɛ ɾ i s aɯ̀
1443	minor1971/18/23	MUCHOS	di̵gána	Huitoto Muinane	d ɯ g a n a
1444	burtch1983/23/21	MUCHOS	aìlluena	Huitoto Murui	ai dʑ u ɛ n a
1445	burtch1983/79/3	MUCHOS	eo	Huitoto Murui	ɛ ɔ
1446	minor1971/5/26	MUCHOS	apémaci̵	Huitoto Muinane	a p ɛ m a k ɯ
#
1447	leach1969/132/13	PIOJ	ohfóóxaco	Ocaina	o ʔ ɸ o o x a k o
1448	minor1971/71/30	PIOJ	i̵boma	Huitoto Muinane	ɯ b o m a
1449	thiesen1998/326/15	PIOJ	waáni	Bora	kʷ a a n i
1450	burtch1983/254/13	PIOJ	i̵buaì̵	Huitoto Murui	ɯ b u aɯ̀
1451	burtch1983/254/12	PIOJ	i̵boma	Huitoto Murui	ɯ b ɔ m a
#
1452	thiesen1998/81/24	EMPUJ	cátújcaáyo	Bora	kʰ a tʰ u x kʰ a a ʝ o
1453	burtch1983/201/7	EMPUJ	ñuìtade	Huitoto Murui	nʲ ui t a d ɛ
1454	thiesen1998/321/29	EMPUJ	wájócójca̱tsi	Bora	kʷ a x o kʰ o x kʰ a tʰs i
1455	thiesen1998/81/24	EMPUJ	catújcu	Bora	kʰ a tʰ u x kʰ u
1456	thiesen1998/257/9	EMPUJ	tárííhyonu	Bora	tʰ a r i: ʔʝ o n u
1457	thiesen1998/81/25	EMPUJ	cátujcu	Bora	kʰ a tʰ u x kʰ u
1458	thiesen1998/81/25	EMPUJ	cátújcaáyo	Bora	kʰ a tʰ u x kʰ a a ʝ o
1459	thiesen1998/257/9	EMPUJ	táriihyóro	Bora	tʰ a r i: ʔʝ o r o
1460	leach1969/103/26	EMPUJ	jaalla	Ocaina	ʔ a a dʑ a
#
1461	leach1969/102/38	PESC	injaanm̈a	Ocaina	ĩ ʔ a ã m̥ a
1462	thiesen1998/39/1	PESC	amóme	Bora	a m o m e
1463	thiesen1998/39/1	PESC	amóóbe	Bora	a m oo pʰ e
#
1464	minor1971/22/20	PEZ	iáma	Huitoto Muinane	i a m a
1465	minor1971/53/42	PEZ	omíma	Huitoto Muinane	o m i m a
1466	leach1969/102/38	PEZ	injaanm̈a	Ocaina	ĩ ʔ a ã m̥ a
1467	minor1971/13/43	PEZ	chamu	Huitoto Muinane	kʔ a m u
1468	minor1971/14/3	PEZ	cheenicongo	Huitoto Muinane	kʔ ɛ ɛ n i k o ŋ o
1469	minor1971/73/1	PEZ	i̵mí̵ngo	Huitoto Muinane	ɯ m ɯ́ ŋ o
1470	thiesen1998/39/1	PEZ	amóme	Bora	a m o m e
1471	thiesen1998/39/1	PEZ	amóóbe	Bora	a m oo pʰ e
1472	minor1971/31/29	PEZ	jidí̵ma	Huitoto Muinane	ʔ i d ɯ́ m a
#
1473	thiesen1998/144/18	MAL	ímítyúh	Bora	i m i tʰʝ u ʔ
1474	burtch1983/218/8	MAL	ri̵imi̵e	Huitoto Murui	ɾ ɯ i m ɯ ɛ
1475	leach1969/154/24	MAL	úúra	Ocaina	ɯ́ ɯ́ r a
1476	burtch1983/127/18	MAL	jeare	Huitoto Murui	h ɛ a ɾ ɛ
1477	minor1971/4/31	MAL	aiñi̵ra	Huitoto Muinane	a i nʲ ɯ ɾ a
1478	thiesen1998/144/19	MAL	ímítyú	Bora	i m i tʰʝ u
1479	minor1971/17/38	MAL	duíco	Huitoto Muinane	d u i k o
1480	thiesen1998/144/19	MAL	ímítyúh	Bora	i m i tʰʝ u ʔ
1481	thiesen1998/198/2	MAL	néhni̵hí̵va-	Bora	n e ʔ n i̵ ʔ i̵ β a
1482	thiesen1998/144/18	MAL	ímítyú	Bora	i m i tʰʝ u
#
1483	thiesen1998/224/25	LLEN	pañénu	Bora	pʰ a nʲ e n u
1484	thiesen1998/317/19	LLEN	wáhpé	Bora	kʷ a ʔ pʰ e
1485	burtch1983/207/2	LLEN	oruìtate	Huitoto Murui	ɔ ɾ ui t a t ɛ
1486	leach1969/92/29	LLEN	faahtu	Ocaina	ɸ a a ʔ t ɯ
1487	minor1971/18/5	LLEN	dujude	Huitoto Muinane	d u ʔ u d ɛ
1488	minor1971/8/25	LLEN	buìtdáde	Huitoto Muinane	b u i ɗ a d ɛ
1489	leach1969/122/5	LLEN	moon̈un	Ocaina	m o o n̥ ɯn
1490	thiesen1998/317/19	LLEN	wáhpéh	Bora	kʷ a ʔ pʰ e ʔ
#
1491	minor1971/73/10	DORM	i̵ní̵de	Huitoto Muinane	ɯ n ɯ́ d ɛ
1492	burtch1983/260/4	DORM	i̵ni̵de	Huitoto Murui	ɯ n ɯ d ɛ
1493	thiesen1998/97/4	DORM	cuwa	Bora	kʰ u kʷ a
1494	leach1969/154/17	DORM	uunon	Ocaina	ɯ ɯn õ
#
1495	minor1971/22/17	SI	iadi̵	Huitoto Muinane	i a d ɯ
1496	burtch1983/19/3	SI	jia	Huitoto Murui	h i a
1497	burtch1983/19/3	SI	ia	Huitoto Murui	i a
1498	burtch1983/19/3	SI	a	Huitoto Murui	a
1499	burtch1983/19/3	SI	nia	Huitoto Murui	n i a
#
1500	burtch1983/139/11	SOL	jitoma	Huitoto Murui	h i t ɔ m a
1501	leach1969/119/10	SOL	mamú	Ocaina	m a m ɯ́
1502	burtch1983/62/12	SOL	dama	Huitoto Murui	d a m a
1503	burtch1983/70/11	SOL	di̵faì	Huitoto Murui	d ɯ ɸ ai
1504	thiesen1998/90/22	SOL	cóójí̵ejpi nuhba	Bora	kʰ oo x i̵ e x pʰ i # n u ʔ pʰ a
1505	thiesen1998/206/34	SOL	nuhba cóójí̵ejpi	Bora	n u ʔ pʰ a # kʰ oo x i̵ e x pʰ i
1506	leach1969/124/6	SOL	naajinh	Ocaina	n a a ʔ ĩ ʔ
1507	leach1969/126/40	SOL	nuuco	Ocaina	n ɯ ɯ k o
1508	minor1971/15/18	SOL	dama	Huitoto Muinane	d a m a
1509	leach1969/119/10	SOL	mamúxah	Ocaina	m a m ɯ́ x a ʔ
1510	thiesen1998/42/2	SOL	apáhdyúre	Bora	a pʰ a ʔ tʰʝ u r e
1511	leach1969/126/51	SOL	núúna	Ocaina	n ɯ́ ɯ́n a
1512	burtch1983/86/10	SOL	fea	Huitoto Murui	ɸ ɛ a
1513	leach1969/126/48	SOL	nuum̈a	Ocaina	n ɯ ɯ m̥ a
1514	burtch1983/63/9	SOL	daño	Huitoto Murui	d a nʲ ɔ
1515	thiesen1998/105/1	SOL	dári̵jtso	Bora	tʰ a r i̵ x tʰs o
1516	burtch1983/63/6	SOL	dani̵	Huitoto Murui	d a n ɯ
1517	minor1971/66/27	SOL	tdaí̵ngode	Huitoto Muinane	ɗ a ɯ́ ŋ o d ɛ
1518	leach1969/122/48	SOL	mutyah	Ocaina	m ɯ tʑ a ʔ
1519	leach1969/124/6	SOL	naajínmah	Ocaina	n a a ʔ ĩ m a ʔ
1520	thiesen1998/206/32	SOL	nuhba	Bora	n u ʔ pʰ a
1521	burtch1983/59/4	SOL	da	Huitoto Murui	d a
#
1522	burtch1983/189/20	NOCH	naì̵o	Huitoto Murui	n aɯ̀ ɔ
1523	thiesen1998/229/25	NOCH	pejco	Bora	pʰ e x kʰ o
1524	burtch1983/189/20	NOCH	naì̵ona	Huitoto Murui	n aɯ̀ ɔ n a
1525	minor1971/49/11	NOCH	naì̵i̵ò	Huitoto Muinane	n a ɯ̀ ɯ o
1526	leach1969/125/11	NOCH	natyón	Ocaina	n a tʑ on
#
1527	thiesen1998/182/13	ESPOS	méwamyu	Bora	m e kʷ a mʝ u
1528	burtch1983/219/3	ESPOS	ri̵ño	Huitoto Murui	ɾ ɯ nʲ ɔ
1529	thiesen1998/247/14	ESPOS	ta̱á̱ba	Bora	tʰ a a pʰ a
1530	burtch1983/259/5	ESPOS	i̵ni	Huitoto Murui	ɯ n i
1531	thiesen1998/247/14	ESPOS	taabámu	Bora	tʰ a: pʰ a m u
1532	minor1971/73/5	ESPOS	i̵ni	Huitoto Muinane	ɯ n i
1533	leach1969/136/23	ESPOS	oonna	Ocaina	o õ n a
1534	minor1971/34/15	ESPOS	jii̵	Huitoto Muinane	ʔ i ɯ
1535	thiesen1998/252/13	ESPOS	taji̵	Bora	tʰ a x i̵
1536	minor1971/6/5	ESPOS	ai̵	Huitoto Muinane	a ɯ
1537	thiesen1998/182/13	ESPOS	mewa	Bora	m e kʷ a
1538	leach1969/122/32	ESPOS	munhton	Ocaina	m ɯn ʔ t õ
#
1539	thiesen1998/51/27	BOSQU	báju	Bora	pʰ a x u
1540	thiesen1998/51/27	BOSQU	bájuú	Bora	pʰ a x u u
1541	leach1969/148/13	BOSQU	tyam̈áánhin	Ocaina	tʑ a m̥ a ã ʔ ĩ
